geoid,households_total,households_0_10k,households_10_15k,households_15_20k,households_20_25k,households_25_30k,households_30_35k,households_35_40k,households_40_45k,households_45_50k,households_50_60k,households_60_75k,households_75_100k,households_100_125k,households_125_150k,households_150_200k,households_200k_plus
483030019014,467,34,64,38,8,16,8,8,0,35,77,83,80,16,0,0,0
483030019031,504,38,72,59,12,63,0,42,0,20,14,11,76,30,0,33,34
483030019032,270,0,16,0,32,0,0,30,0,24,0,18,109,11,0,15,15
483030019033,376,0,0,17,0,0,0,15,0,0,12,18,87,98,55,22,52
483030019034,417,12,0,0,14,15,0,18,17,0,63,57,13,77,8,33,90
483030019035,606,0,19,14,35,10,37,14,21,71,108,113,46,33,56,11,18
483030019041,627,23,10,12,50,4,7,45,25,23,29,71,73,57,55,79,64
483030020011,509,120,32,17,30,37,26,15,32,8,26,45,42,8,30,24,17
483030020012,388,66,5,8,39,4,8,12,27,28,17,68,7,31,26,8,34
483030020021,577,69,47,47,95,40,17,0,47,12,38,52,83,10,0,20,0
483030020022,592,17,77,67,37,78,93,12,25,29,58,52,24,0,23,0,0
483030021011,855,13,71,25,119,25,18,61,18,136,117,85,12,95,0,11,49
483030021012,373,13,19,34,0,18,75,17,0,0,64,0,47,26,0,8,52
483030021013,528,0,54,18,30,0,73,0,64,33,85,50,13,78,30,0,0
483030021014,572,19,0,33,48,39,32,12,55,122,33,18,71,48,26,16,0
483030021021,612,31,16,10,10,32,52,32,0,12,96,48,124,83,44,10,12
483030021022,650,22,0,39,43,50,21,57,102,61,35,37,50,59,27,38,9
483030022021,857,60,17,7,67,52,73,27,114,57,58,91,181,53,0,0,0
483030022022,1164,34,58,60,75,31,17,114,36,53,151,213,160,53,57,44,8
483030022031,575,54,43,23,60,43,27,11,8,34,51,46,125,40,10,0,0
483030022032,584,36,26,37,9,50,0,11,27,59,118,33,99,33,46,0,0
483030022041,257,64,0,14,22,7,33,0,26,0,20,19,35,8,9,0,0
483030022042,627,88,82,16,14,58,73,54,63,9,72,39,46,0,6,0,7
483030022043,377,89,44,19,62,23,27,6,0,18,16,26,40,7,0,0,0
483030022044,310,0,13,9,58,11,7,40,0,0,46,28,24,29,45,0,0
483030023001,356,27,10,32,14,34,18,12,54,7,22,85,30,11,0,0,0
483030023002,328,36,15,39,0,12,69,0,5,14,67,35,32,0,0,4,0
483030023003,400,13,41,12,49,0,22,41,2,21,94,9,13,20,44,19,0
483030023004,430,42,53,12,93,50,0,44,13,20,25,25,25,15,0,0,13
483030024001,235,49,16,0,0,15,34,0,0,0,0,100,0,0,21,0,0
483030024002,174,15,29,0,0,80,0,0,14,0,19,17,0,0,0,0,0
483030024003,432,15,0,21,8,32,77,91,47,0,71,22,3,0,0,45,0
483030024004,352,139,40,0,124,0,10,0,39,0,0,0,0,0,0,0,0
483030024005,566,35,11,17,147,15,14,22,20,56,75,15,89,33,0,17,0
483030024006,417,19,0,104,0,33,70,0,13,0,114,18,46,0,0,0,0
483030025001,821,119,44,82,25,130,65,34,36,32,37,91,60,61,0,5,0
483030101011,175,23,5,0,15,0,14,0,0,4,0,0,36,33,4,29,12
483030101012,336,0,0,3,11,8,14,16,0,13,5,32,83,60,21,38,32
483030101021,344,74,5,24,12,10,30,18,30,4,37,43,36,0,0,0,21
483030101022,469,34,17,26,7,9,20,23,11,18,23,63,49,70,51,16,32
483030102001,579,38,28,47,12,62,26,0,41,84,82,92,13,54,0,0,0
483030102002,199,36,40,0,0,0,0,0,14,14,81,0,0,0,14,0,0
483030102003,452,55,5,5,41,28,25,0,38,0,23,29,140,57,2,4,0
483030102004,470,64,17,31,40,2,0,2,24,26,44,104,21,33,6,16,40
483030102005,641,33,5,39,87,26,3,19,32,85,42,110,64,52,39,0,5
483030103011,654,26,19,68,38,20,42,10,33,27,66,51,106,80,32,0,36
483030103012,647,0,36,8,7,24,30,30,37,18,94,36,65,42,48,130,42
483030103021,249,18,0,11,36,35,48,0,17,16,12,18,20,7,5,6,0
483030103022,330,72,41,0,0,0,10,10,0,48,26,22,8,22,40,31,0
483030103023,340,0,0,14,6,0,3,0,13,0,28,45,78,37,30,50,36
483030104021,356,44,19,13,49,0,13,38,9,37,32,20,75,7,0,0,0
483030104022,360,17,14,38,23,15,24,31,8,0,34,8,26,63,14,37,8
483030104031,623,60,0,0,0,0,0,0,0,19,142,57,187,37,71,20,30
483030104032,442,65,37,29,16,21,13,90,0,18,12,40,37,38,0,26,0
483030104033,642,0,39,0,15,17,48,19,17,49,86,17,273,24,15,23,0
483030104034,597,0,0,15,86,0,16,73,14,0,60,36,78,96,13,43,67
483030104041,295,13,0,15,0,18,0,12,0,0,48,65,16,39,0,34,35
483030104042,296,14,0,0,0,16,10,17,0,0,58,27,82,0,72,0,0
483030104043,625,70,73,30,10,17,84,70,14,34,47,62,72,27,0,15,0
483030104051,1677,134,15,46,169,112,182,31,67,113,112,144,238,54,65,144,51
483030104052,524,48,23,18,0,16,34,0,131,0,29,14,80,83,0,28,20
483030104061,2031,99,114,16,79,91,44,89,91,16,140,175,288,274,218,121,176
483030104071,1584,14,40,49,48,45,65,82,23,132,128,180,304,314,58,12,90
483030104072,1162,0,0,0,0,0,0,0,16,87,70,79,175,99,233,150,253
483030104073,438,0,0,0,0,0,0,13,14,0,0,32,130,69,59,37,84
483030104081,2376,249,0,0,32,205,27,68,37,50,198,139,483,467,157,171,93
483030104082,1371,21,31,13,92,91,13,0,0,0,206,29,162,97,102,151,363
483030105021,358,0,0,8,10,0,19,0,0,0,41,18,37,72,0,74,79
483030105022,866,47,26,12,62,69,67,117,38,31,59,66,38,103,16,42,73
483030105023,292,0,8,0,9,0,0,0,0,0,0,16,23,45,70,28,93
483030105041,444,11,9,23,40,0,24,7,29,59,7,77,56,47,0,32,23
483030105042,529,16,10,0,9,0,9,0,9,0,31,23,170,159,25,30,38
483030105043,309,0,9,0,0,0,9,36,10,19,7,34,25,41,11,69,39
483030105044,330,0,26,0,0,0,0,18,21,0,0,18,51,48,36,16,96
483030105051,621,0,12,0,55,22,34,40,151,62,43,67,77,47,0,11,0
483030105052,324,0,9,9,11,18,11,8,22,5,11,73,64,29,45,9,0
483030105053,378,0,17,9,8,68,18,0,0,57,41,32,34,29,0,57,8
483030105054,396,0,23,10,35,7,12,51,15,0,69,57,39,22,25,25,6
483030105061,731,8,19,0,59,0,19,105,42,10,65,137,106,116,24,21,0
483030105062,463,29,9,8,48,14,30,16,72,57,51,52,48,6,0,23,0
483030105063,501,5,11,78,9,53,45,0,49,12,103,21,49,28,38,0,0
483030105081,216,14,42,0,15,24,0,18,9,11,0,0,34,49,0,0,0
483030105082,283,20,0,15,32,15,22,32,0,33,56,39,19,0,0,0,0
483030105083,631,87,17,13,17,17,17,0,0,0,40,45,49,140,16,42,131
483030105084,840,53,21,0,40,31,30,91,15,0,18,76,163,82,56,40,124
483030105085,1113,102,16,21,15,83,0,26,60,86,46,267,243,13,80,32,23
483030105091,1174,26,4,22,18,28,26,10,16,23,29,65,135,140,108,205,319
483030105101,1007,18,10,12,22,17,46,32,4,19,70,160,178,116,68,54,181
483030105111,1849,9,72,71,47,17,42,51,59,125,255,232,474,200,110,65,20
483030106001,435,22,61,38,30,0,22,0,0,19,101,87,40,0,15,0,0
483030106002,183,27,0,0,0,23,0,36,27,13,0,0,39,18,0,0,0
483030106003,561,134,97,100,36,0,58,0,0,83,0,0,17,14,0,0,22
483030106004,730,0,44,38,18,58,153,73,19,0,118,101,66,0,0,42,0
483030106005,498,0,21,75,20,26,19,53,21,23,109,69,0,43,19,0,0
483030107001,935,39,9,31,50,13,11,35,35,76,48,84,112,115,76,87,114
483030107002,585,34,21,36,13,39,31,21,13,10,88,60,103,27,17,22,50
483039800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483059504001,700,29,33,28,43,38,46,46,46,32,62,91,60,52,49,28,17
483059505001,523,25,33,15,17,21,29,24,35,19,49,15,91,77,23,18,32
483059505002,481,156,55,12,87,8,0,41,0,0,12,8,5,35,34,0,28
483059506001,443,37,12,36,19,29,40,24,11,29,32,55,28,27,30,11,23
483079503001,365,13,48,0,24,0,28,83,0,0,28,70,45,0,0,26,0
483079503002,154,82,0,0,0,30,0,0,12,0,0,18,0,0,12,0,0
483079503003,262,10,10,57,26,15,18,20,16,12,34,0,30,0,0,0,14
483079503004,598,0,37,101,13,16,0,0,60,0,31,77,140,76,27,0,20
483079503005,353,0,96,60,26,0,70,15,10,0,19,18,21,0,18,0,0
483079503006,182,14,11,16,10,27,0,0,0,22,48,8,0,0,15,11,0
483079504001,297,17,8,5,2,0,33,58,4,47,24,46,25,9,6,8,5
483079504002,338,34,6,11,16,8,6,9,10,23,30,59,51,49,11,8,7
483079505001,288,29,23,20,5,39,38,19,12,11,13,24,27,12,4,10,2
483079505002,306,29,26,18,5,21,10,3,13,9,32,9,46,30,21,6,28
483090001001,389,91,38,38,30,0,25,12,20,4,43,0,58,15,0,6,9
483090001002,303,33,0,49,54,20,20,14,0,6,7,17,52,15,0,5,11
483090002001,312,151,45,35,7,21,0,15,28,0,10,0,0,0,0,0,0
483090002002,1120,618,139,93,27,35,42,10,15,38,0,14,9,21,0,24,35
483090003001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483090004001,86,13,0,41,0,0,32,0,0,0,0,0,0,0,0,0,0
483090004002,651,289,57,79,14,0,144,0,15,0,0,0,41,0,0,0,12
483090004003,590,325,72,45,36,0,30,0,55,0,19,0,8,0,0,0,0
483090004004,613,215,8,78,19,79,60,20,13,0,49,43,12,0,17,0,0
483090004005,459,249,43,28,0,40,83,0,3,4,0,9,0,0,0,0,0
483090005981,195,12,48,13,14,0,46,11,0,28,14,0,0,9,0,0,0
483090005982,319,38,57,69,41,21,17,26,11,9,3,27,0,0,0,0,0
483090005983,316,27,18,44,18,8,11,45,18,28,0,53,42,0,0,0,4
483090005984,682,48,52,49,29,37,79,55,34,96,37,26,65,46,14,0,15
483090007001,402,30,45,37,8,42,21,27,0,41,0,10,36,42,6,31,26
483090007002,401,61,72,36,39,29,0,24,21,0,38,28,32,9,12,0,0
483090007003,290,66,24,0,0,0,27,43,15,0,29,79,0,7,0,0,0
483090008001,290,39,24,24,76,17,0,0,6,8,15,31,0,34,0,0,16
483090008002,631,71,69,37,36,96,45,20,53,49,54,44,57,0,0,0,0
483090009001,338,27,44,29,77,28,7,39,3,21,15,0,38,0,10,0,0
483090009002,371,32,21,73,0,48,1,0,30,2,33,38,19,26,0,0,48
483090009003,357,31,39,26,7,12,46,35,0,75,9,32,17,19,0,0,9
483090009004,222,11,8,8,30,63,55,8,10,0,0,0,14,0,11,4,0
483090009005,353,23,73,28,37,44,0,16,27,56,37,12,0,0,0,0,0
483090010001,305,37,87,44,6,19,16,13,22,15,13,13,13,7,0,0,0
483090010002,281,53,73,41,26,14,7,0,8,9,27,18,0,5,0,0,0
483090010003,402,49,44,51,19,62,31,14,17,16,23,33,17,26,0,0,0
483090011001,402,49,0,52,45,9,8,114,0,0,20,24,67,14,0,0,0
483090011002,216,0,0,53,16,29,39,0,0,10,10,0,20,10,0,21,8
483090011003,149,46,0,0,5,22,10,11,0,11,0,0,17,9,18,0,0
483090011004,441,17,54,51,9,20,6,49,21,82,40,52,40,0,0,0,0
483090011005,289,0,42,88,37,20,8,0,6,26,14,0,48,0,0,0,0
483090011006,249,55,0,23,87,0,12,51,0,0,12,9,0,0,0,0,0
483090012001,598,165,51,20,73,21,66,81,0,7,0,27,49,0,20,18,0
483090012002,423,56,7,30,142,45,0,20,38,0,11,45,29,0,0,0,0
483090013001,294,23,22,15,9,5,10,5,30,19,6,20,42,33,11,18,26
483090013002,410,34,16,17,21,79,26,42,17,0,24,34,95,5,0,0,0
483090013003,56,0,8,3,6,5,0,4,0,12,0,5,4,9,0,0,0
483090014001,746,66,16,15,98,82,112,60,0,0,167,36,70,0,9,0,15
483090014002,490,76,45,60,49,16,0,71,0,13,52,43,57,0,0,0,8
483090014003,590,49,95,35,100,0,107,129,7,0,33,20,15,0,0,0,0
483090014004,320,110,94,29,24,27,36,0,0,0,0,0,0,0,0,0,0
483090014005,850,258,79,88,36,153,0,45,33,42,34,35,9,38,0,0,0
483090015001,278,42,44,32,45,48,18,0,7,0,0,25,12,5,0,0,0
483090015002,194,10,48,49,25,0,20,0,22,0,0,0,10,0,10,0,0
483090015003,329,58,28,30,30,28,37,23,21,32,0,0,13,11,0,18,0
483090016001,864,114,157,90,61,79,0,15,76,23,96,40,70,9,34,0,0
483090016002,525,0,70,20,104,43,47,19,0,0,26,80,64,52,0,0,0
483090016003,300,17,14,17,16,0,79,29,21,0,19,37,0,51,0,0,0
483090016004,250,0,34,35,0,0,7,0,0,39,73,22,0,0,0,0,40
483090016005,396,94,18,52,41,15,19,44,0,53,42,0,18,0,0,0,0
483090017001,295,11,0,109,46,9,10,6,0,31,60,13,0,0,0,0,0
483090017002,581,8,0,93,50,8,47,22,106,33,61,22,64,67,0,0,0
483090017003,623,57,37,129,0,28,33,36,49,33,91,51,55,14,0,10,0
483090017004,424,24,58,23,0,0,31,41,0,44,0,37,87,79,0,0,0
483090018001,304,13,11,24,5,15,24,17,11,22,35,66,36,20,5,0,0
483090018002,262,13,20,0,11,29,11,5,5,20,20,48,35,14,21,0,10
483090019001,811,489,119,39,61,27,0,0,18,2,31,19,6,0,0,0,0
483090019002,1159,300,142,135,126,63,140,76,42,17,11,0,73,34,0,0,0
483090020001,1037,15,51,11,11,92,61,49,38,10,32,64,297,116,84,40,66
483090020002,492,0,22,8,0,75,38,19,15,26,34,64,17,109,44,21,0
483090021001,494,67,0,91,104,0,13,40,32,19,63,53,8,0,0,0,4
483090021002,660,62,69,41,68,42,63,8,73,60,0,65,76,0,9,24,0
483090021003,232,15,17,0,42,10,10,26,0,0,40,53,10,9,0,0,0
483090021004,549,35,0,32,86,60,50,34,23,45,35,64,57,0,19,9,0
483090023021,651,62,113,47,68,28,26,28,58,40,43,37,101,0,0,0,0
483090023022,936,250,96,147,72,49,12,47,84,15,110,0,0,39,15,0,0
483090023023,865,62,55,58,51,154,71,30,60,73,72,82,72,0,25,0,0
483090024981,292,41,29,29,28,7,0,32,18,0,5,25,37,18,0,23,0
483090024982,499,40,29,8,73,26,60,31,0,6,50,35,60,28,36,17,0
483090024983,567,42,24,41,58,16,34,19,70,43,66,70,60,9,9,0,6
483090024984,499,55,0,9,24,8,18,7,15,42,67,32,60,0,14,53,95
483090025011,657,12,0,72,14,90,26,0,15,56,40,97,134,87,0,0,14
483090025012,466,14,0,72,28,0,40,0,0,18,19,14,61,17,27,63,93
483090025013,956,150,81,56,71,48,117,28,22,14,176,84,65,15,29,0,0
483090025031,594,12,15,58,105,0,33,0,24,10,43,72,59,70,0,68,25
483090025032,606,0,38,0,16,46,16,48,106,46,23,112,107,26,0,0,22
483090025033,590,13,15,14,13,17,15,30,13,0,16,51,222,44,27,54,46
483090025034,381,0,0,16,30,12,53,0,0,0,0,47,138,61,24,0,0
483090025041,342,17,36,0,16,0,9,10,0,8,62,56,38,32,22,36,0
483090025042,893,36,15,27,0,21,21,0,10,18,102,66,92,152,61,152,120
483090026001,409,0,0,13,54,58,55,18,17,14,0,58,93,0,23,6,0
483090026002,457,0,0,12,14,0,42,14,16,14,15,77,144,14,13,33,49
483090026003,546,15,19,65,0,81,47,44,35,0,33,25,89,20,15,46,12
483090026004,483,0,0,36,0,12,12,29,14,0,43,109,106,47,38,13,24
483090026005,596,24,0,0,0,15,29,0,48,35,61,25,140,102,48,42,27
483090027001,577,31,63,82,64,109,57,8,92,25,8,9,0,10,0,19,0
483090027002,485,52,16,13,82,9,72,0,57,100,13,45,0,3,0,0,23
483090027003,395,30,7,41,58,10,49,10,39,0,33,0,97,21,0,0,0
483090028001,608,114,61,53,41,26,61,32,37,28,62,36,8,34,0,0,15
483090028002,886,0,38,127,9,23,77,15,14,74,35,97,126,36,50,80,85
483090028003,506,18,61,46,7,38,9,52,15,32,17,56,33,44,33,21,24
483090029001,877,0,31,17,83,52,69,89,45,30,62,96,174,61,46,22,0
483090029002,625,15,10,0,0,11,47,0,8,10,41,55,58,48,47,78,197
483090030001,357,19,35,0,0,60,73,6,31,0,27,29,34,25,18,0,0
483090030002,962,237,94,98,56,22,19,30,87,9,91,118,20,46,4,14,17
483090030003,536,42,50,9,34,16,23,0,21,34,59,43,77,53,30,37,8
483090032001,617,91,11,28,25,44,38,10,31,21,61,110,110,20,7,0,10
483090032002,301,38,6,7,17,52,34,39,0,0,21,40,28,0,5,14,0
483090032003,683,119,50,44,46,15,36,67,7,63,23,85,37,66,18,7,0
483090033001,336,99,30,32,26,37,10,6,21,2,28,24,15,6,0,0,0
483090033002,243,35,36,46,46,0,19,11,4,0,13,9,19,0,5,0,0
483090034001,548,58,0,59,13,16,131,33,0,33,52,55,33,40,11,0,14
483090034002,706,92,35,101,40,57,105,61,14,0,19,45,68,24,19,26,0
483090034003,586,0,0,11,53,33,13,26,16,44,27,73,79,62,71,21,57
483090034004,412,0,0,17,65,0,16,0,42,0,39,38,96,64,24,11,0
483090035001,564,15,12,30,14,32,16,2,31,6,56,94,59,123,51,19,4
483090035002,339,37,6,25,32,0,34,35,9,5,41,35,18,35,15,4,8
483090035003,473,26,39,11,7,26,27,39,26,12,27,50,84,24,53,18,4
483090036011,398,12,44,16,20,22,29,29,32,24,55,41,32,25,7,7,3
483090036012,370,4,0,20,0,17,21,31,13,25,57,35,37,4,27,58,21
483090036013,319,24,34,21,17,23,41,19,32,0,6,27,48,24,3,0,0
483090036021,626,13,21,34,40,52,41,9,45,36,81,73,63,54,44,16,4
483090036022,338,2,26,15,18,16,25,25,22,16,20,58,39,26,17,13,0
483090037011,713,33,28,12,0,40,21,10,46,20,147,56,127,87,27,24,35
483090037012,517,10,23,16,47,9,0,39,10,43,22,64,63,95,31,27,18
483090037031,263,9,7,18,8,0,46,13,0,50,12,9,53,21,17,0,0
483090037032,1285,37,44,10,28,0,67,34,60,66,47,69,222,265,136,138,62
483090037033,358,18,13,10,20,0,31,0,41,44,50,26,40,35,0,0,30
483090037061,1632,34,0,63,15,34,47,39,146,28,127,167,388,283,79,100,82
483090037062,440,19,0,28,0,0,0,19,17,15,88,30,105,66,0,53,0
483090037063,970,0,17,0,0,0,48,8,14,0,81,98,241,177,101,25,160
483090037064,858,0,14,60,29,64,0,20,12,51,111,78,130,100,49,39,101
483090037071,413,0,22,0,0,0,0,16,12,17,10,17,30,64,81,59,85
483090037072,597,17,41,102,44,39,0,15,13,0,88,46,89,33,27,43,0
483090037073,753,39,29,31,120,59,80,55,12,22,14,160,51,67,0,14,0
483090037074,1047,13,12,52,28,32,73,93,121,99,133,142,152,43,54,0,0
483090037075,833,0,64,42,41,24,0,71,86,39,23,69,146,51,66,83,28
483090037081,494,0,0,18,18,34,31,21,111,18,29,121,32,4,38,19,0
483090037082,853,0,39,89,0,0,8,23,64,0,64,168,84,84,165,48,17
483090037083,1431,63,16,22,38,0,99,70,24,122,63,222,320,159,70,107,36
483090038011,1056,0,0,17,31,69,19,8,72,12,27,76,180,157,178,145,65
483090038012,307,8,0,0,15,17,0,11,0,0,0,80,61,51,0,54,10
483090038013,383,27,10,38,15,10,30,14,34,15,24,32,60,36,12,20,6
483090038014,529,4,4,22,23,8,16,38,32,5,75,46,60,49,52,75,20
483090038021,391,19,6,18,7,29,30,19,42,0,12,15,56,71,19,14,34
483090038022,568,39,17,20,9,29,44,15,19,86,42,95,111,22,4,16,0
483090038023,588,76,34,11,30,25,29,68,2,5,5,41,127,18,73,24,20
483090038024,522,12,0,0,34,11,16,8,15,71,63,91,91,60,36,0,14
483090039001,325,0,0,0,50,0,77,40,0,48,14,38,0,58,0,0,0
483090039002,667,34,18,0,0,31,157,62,0,50,17,138,61,0,12,17,70
483090039003,670,16,60,0,28,113,25,14,50,29,103,78,74,33,47,0,0
483090039004,721,16,0,0,14,67,0,0,15,18,0,35,67,84,146,103,156
483090039005,413,0,51,13,49,0,65,56,75,0,30,40,0,0,15,19,0
483090039006,456,0,0,0,0,0,15,14,0,0,32,36,52,46,29,103,129
483090040001,775,35,28,20,0,39,17,9,12,31,21,110,155,68,66,110,54
483090040002,350,19,10,11,17,10,13,19,21,45,22,29,76,17,4,23,14
483090040003,676,15,5,11,23,20,17,14,12,8,61,59,86,202,49,54,40
483090041021,504,17,0,44,25,71,9,0,26,62,19,39,80,54,0,9,49
483090041022,778,8,21,0,50,8,39,0,33,61,52,120,152,142,33,42,17
483090041023,602,55,0,0,37,16,8,36,7,19,48,0,58,79,67,70,102
483090041031,594,16,20,0,12,0,33,77,17,82,17,61,63,103,34,59,0
483090041032,1744,0,0,12,63,31,23,44,113,20,102,326,343,236,192,121,118
483090041033,672,70,26,34,48,22,40,10,18,39,37,77,90,40,29,60,32
483090042011,502,44,37,29,36,34,8,52,10,7,24,68,55,27,59,12,0
483090042012,535,14,38,49,39,27,47,7,31,14,51,62,36,76,39,5,0
483090042013,491,0,26,29,32,55,70,37,0,19,18,94,68,18,0,25,0
483090042021,670,5,15,1,45,56,36,5,9,36,50,120,67,82,82,18,43
483090042022,602,67,9,18,42,45,23,34,30,28,24,107,67,46,21,28,13
483090043001,371,51,0,19,54,12,53,10,0,16,84,63,0,0,0,9,0
483090043002,213,27,14,13,0,0,35,79,4,0,16,0,0,25,0,0,0
483090043003,581,28,42,53,41,36,35,79,22,16,47,64,66,33,12,4,3
483090043004,928,51,88,0,70,114,123,23,111,90,88,64,8,98,0,0,0
483090043005,349,0,0,14,16,3,74,43,0,0,0,90,60,31,0,0,18
483099800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483119501001,194,18,2,4,3,8,6,26,7,4,3,28,30,14,0,15,26
483130001001,147,29,0,2,27,14,13,10,7,15,8,0,0,6,13,0,3
483130001002,12,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0
483130001003,234,6,17,8,27,1,4,5,11,16,12,15,20,36,19,18,19
483130002001,564,38,76,15,29,52,54,22,17,0,25,78,34,22,9,81,12
483130002002,262,0,2,0,11,31,44,17,15,17,0,49,35,17,9,0,15
483130003001,538,16,31,36,49,23,46,23,28,10,13,61,60,54,67,19,2
483130003002,420,29,26,11,56,14,13,10,14,14,50,17,64,62,18,4,18
483130004001,586,29,83,5,50,129,65,0,0,31,0,63,40,20,47,24,0
483130004002,166,13,6,0,21,0,15,17,0,9,21,36,0,0,0,28,0
483130004003,540,77,15,36,26,43,30,34,53,19,63,75,0,56,0,0,13
483130004004,705,51,50,77,30,57,31,15,40,60,27,99,23,119,26,0,0
483159501001,574,13,62,23,27,45,19,40,8,72,51,55,41,38,30,37,13
483159501002,411,54,39,15,6,6,16,69,20,8,9,51,88,10,0,0,20
483159502001,312,21,0,0,63,44,52,25,34,0,50,0,0,23,0,0,0
483159502002,538,96,46,26,21,17,23,24,58,55,55,10,28,23,27,26,3
483159502003,342,62,8,8,0,4,81,37,19,14,21,33,26,8,0,21,0
483159503001,380,62,70,88,0,33,10,18,27,0,10,35,15,0,0,0,12
483159503002,519,52,13,74,61,28,26,35,11,0,56,27,112,0,8,6,10
483159503003,368,26,24,0,64,39,20,0,43,0,12,23,43,10,32,0,32
483159504001,486,49,48,67,14,21,51,32,40,10,5,38,16,21,29,5,40
483159504002,527,33,58,62,23,19,36,18,23,24,42,52,69,19,16,5,28
483179501001,540,33,15,10,31,21,15,57,38,14,31,38,66,59,35,25,52
483179502001,270,0,36,2,0,0,25,0,12,0,15,20,31,0,0,59,70
483179502002,253,25,0,24,37,0,11,6,0,42,6,52,43,4,0,3,0
483179502003,572,13,0,18,13,19,22,41,16,0,67,33,105,105,33,51,36
483199501001,326,52,39,17,14,61,6,63,13,0,14,33,8,6,0,0,0
483199501002,196,40,13,4,23,17,17,15,0,4,7,0,8,48,0,0,0
483199501003,305,27,15,7,12,35,31,43,50,0,18,11,33,0,23,0,0
483199502001,413,16,17,26,9,13,6,30,70,10,41,36,52,13,34,26,14
483199502002,382,9,13,15,34,3,10,29,16,13,26,37,95,15,10,48,9
483217301001,358,30,22,14,29,12,19,25,27,11,41,51,22,26,12,7,10
483217301002,285,75,21,48,12,0,12,5,14,11,24,4,37,0,0,22,0
483217301003,284,17,0,18,65,13,34,11,19,27,15,5,12,13,18,17,0
483217302011,450,189,26,22,0,19,15,0,8,28,55,30,44,0,0,14,0
483217302012,381,0,0,15,0,47,0,24,20,20,80,0,137,18,0,0,20
483217302013,565,256,48,0,28,0,0,17,0,46,48,39,0,19,50,0,14
483217302014,725,86,112,0,47,0,17,19,21,78,19,30,59,37,83,46,71
483217302015,188,0,14,0,0,0,0,44,0,79,24,0,0,0,27,0,0
483217302016,197,28,0,0,20,81,0,0,0,6,0,0,30,32,0,0,0
483217302017,173,28,19,27,0,0,0,0,0,0,54,0,0,0,45,0,0
483217302021,645,53,83,40,14,35,11,82,23,5,83,61,62,47,10,28,8
483217303011,132,4,0,0,0,4,0,0,0,16,7,34,25,13,10,5,14
483217303012,169,36,7,8,9,34,7,3,13,0,0,30,16,6,0,0,0
483217303013,519,22,26,40,20,12,8,60,5,6,114,101,64,10,10,21,0
483217303014,517,57,25,69,7,21,4,17,52,4,33,39,75,51,29,34,0
483217303021,420,66,25,20,38,13,15,0,34,9,44,98,27,22,9,0,0
483217303022,481,0,68,20,7,100,21,0,39,0,25,67,38,68,28,0,0
483217303023,980,64,53,117,20,0,80,21,111,61,42,104,146,82,64,13,2
483217303031,316,32,17,4,6,13,15,9,29,5,16,41,16,34,46,9,24
483217304001,333,15,11,19,0,10,6,20,0,33,1,13,30,112,19,26,18
483217304002,204,64,66,25,0,5,20,0,6,0,18,0,0,0,0,0,0
483217304003,288,70,0,0,0,6,41,11,0,10,13,26,93,7,0,6,5
483217305011,323,10,46,9,42,0,0,13,14,29,35,33,6,0,41,13,32
483217305012,506,123,38,88,0,14,36,39,11,9,27,27,53,18,0,10,13
483217305013,300,25,0,12,9,76,27,11,0,8,23,22,24,16,21,26,0
483217305014,337,24,47,8,0,19,47,32,23,5,9,47,18,25,21,4,8
483217306001,464,0,59,0,39,86,19,9,18,14,13,62,21,62,24,15,23
483217306002,413,16,0,0,0,46,36,18,29,0,28,44,43,102,51,0,0
483217306003,600,11,81,104,26,92,23,18,0,0,105,21,28,51,27,13,0
483217306004,249,0,19,0,0,0,62,0,0,0,0,24,111,0,33,0,0
483217306005,490,97,68,0,73,21,0,0,28,32,0,158,0,13,0,0,0
483217307001,370,25,0,0,34,0,42,80,22,0,23,0,54,0,18,0,72
483217307002,583,54,27,37,49,31,9,23,0,0,47,49,126,60,52,0,19
483217307003,156,0,0,41,0,13,10,0,0,0,38,0,20,19,0,15,0
483217307004,410,0,53,26,44,35,14,61,42,0,0,31,66,27,0,11,0
483219900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483239502011,779,80,100,15,93,121,63,73,10,1,19,12,119,0,52,0,21
483239502012,846,31,232,117,58,33,49,81,21,0,68,20,66,21,0,25,24
483239502013,586,20,97,54,67,5,12,54,0,37,102,68,31,15,0,24,0
483239502041,468,118,63,12,58,20,43,25,33,0,8,66,22,0,0,0,0
483239502042,701,58,52,42,86,70,0,86,7,31,0,81,71,83,0,29,5
483239502051,1169,180,147,64,61,49,38,0,12,12,114,122,115,52,60,129,14
483239502052,641,35,54,76,117,26,65,23,50,36,88,12,0,59,0,0,0
483239502053,660,36,14,33,89,0,36,36,36,53,110,0,217,0,0,0,0
483239503001,1152,81,56,24,102,0,72,169,112,0,236,21,105,65,52,16,41
483239503002,597,16,12,73,0,17,22,15,48,26,144,22,99,23,80,0,0
483239503003,497,32,0,17,70,14,35,89,38,22,5,43,33,99,0,0,0
483239504001,442,52,65,35,21,27,26,18,0,0,58,75,7,19,32,7,0
