geoid,households_total,households_0_10k,households_10_15k,households_15_20k,households_20_25k,households_25_30k,households_30_35k,households_35_40k,households_40_45k,households_45_50k,households_50_60k,households_60_75k,households_75_100k,households_100_125k,households_125_150k,households_150_200k,households_200k_plus
481130182063,237,16,9,20,12,0,45,7,0,17,36,28,29,0,8,10,0
481130182064,127,7,15,0,0,14,0,0,7,0,9,38,27,0,10,0,0
481130183001,253,9,0,0,0,14,21,12,27,0,78,70,0,11,11,0,0
481130183002,182,0,72,0,16,0,0,0,0,0,28,35,0,21,10,0,0
481130183003,595,36,5,0,186,14,47,64,13,21,68,57,39,37,0,8,0
481130183004,617,64,109,49,0,77,88,13,22,15,14,44,54,20,48,0,0
481130183005,428,14,13,0,18,26,56,47,0,51,66,48,50,0,21,12,6
481130184011,478,44,55,57,14,15,39,77,0,10,77,34,14,34,0,8,0
481130184012,777,33,40,89,59,71,48,52,56,23,48,71,53,83,11,18,22
481130184013,334,8,13,0,0,6,0,0,7,15,19,118,75,29,15,18,11
481130184021,585,11,16,14,30,18,10,15,0,16,26,85,54,91,68,118,13
481130184022,274,20,13,18,11,31,15,0,54,12,28,0,25,33,0,14,0
481130184023,564,11,46,42,9,27,4,46,11,64,88,31,63,23,12,87,0
481130184031,457,19,47,24,14,49,41,42,12,37,43,55,64,5,0,0,5
481130185011,468,8,49,7,22,45,43,31,11,6,2,86,112,17,22,7,0
481130185012,251,0,43,45,0,6,5,12,40,5,0,6,49,0,11,23,6
481130185013,498,51,30,22,41,8,50,114,0,13,31,59,14,50,8,0,7
481130185031,912,88,42,221,54,37,62,0,102,67,105,92,42,0,0,0,0
481130185032,1040,107,46,112,146,69,81,16,48,49,208,0,115,14,29,0,0
481130185033,777,124,45,60,134,22,52,85,17,102,45,41,39,0,11,0,0
481130185051,1358,143,99,59,115,205,130,141,101,83,84,105,58,35,0,0,0
481130185052,333,0,0,15,58,77,16,27,18,18,11,43,28,0,12,10,0
481130185061,1054,96,42,115,238,132,61,39,72,0,103,100,43,0,0,13,0
481130185062,500,39,23,35,86,0,36,18,19,26,120,59,19,0,0,20,0
481130186001,678,27,56,59,17,34,91,31,26,0,63,120,75,41,25,8,5
481130186002,205,6,18,0,11,0,0,8,29,4,21,18,65,16,0,9,0
481130186003,485,19,9,0,0,10,54,84,44,20,63,91,37,9,12,23,10
481130187001,326,8,19,10,0,51,22,6,37,32,0,62,40,0,0,10,29
481130187002,246,26,0,0,47,15,25,25,16,4,7,25,44,0,5,7,0
481130187003,343,68,29,37,0,0,0,0,19,12,101,38,34,0,0,5,0
481130187004,585,20,47,121,75,37,17,80,0,40,75,14,31,0,0,0,28
481130187005,477,0,19,0,7,65,61,43,17,52,77,47,46,31,12,0,0
481130188011,347,11,14,9,34,47,12,0,36,6,55,42,7,46,28,0,0
481130188012,565,26,0,38,16,49,25,18,23,76,75,94,51,52,0,0,22
481130188013,246,31,10,0,9,5,47,39,0,17,10,42,19,17,0,0,0
481130188014,205,10,0,0,0,6,0,54,6,20,26,22,44,0,10,0,7
481130188021,214,13,18,20,8,22,12,24,27,3,24,21,8,7,0,3,4
481130188022,244,4,11,13,15,14,23,4,28,4,42,49,21,4,4,0,8
481130189001,542,5,9,8,11,61,70,52,30,57,83,27,61,27,0,41,0
481130189002,780,53,47,63,30,29,31,56,34,48,90,41,88,46,75,49,0
481130189003,294,10,0,22,24,46,12,0,6,18,24,55,15,62,0,0,0
481130189004,272,0,26,22,11,0,21,11,0,53,32,24,36,0,19,17,0
481130190041,363,31,16,63,0,63,53,0,38,0,8,16,32,25,18,0,0
481130190042,481,120,15,0,65,22,0,15,0,0,77,20,84,45,18,0,0
481130190043,283,11,0,12,0,0,19,0,12,0,0,69,18,69,12,61,0
481130190044,323,0,0,0,0,0,0,16,77,19,74,35,102,0,0,0,0
481130190045,339,0,0,0,15,59,0,0,13,23,12,51,70,72,24,0,0
481130190046,465,0,22,15,53,8,61,20,0,29,113,60,0,66,18,0,0
481130190131,193,9,0,0,33,19,8,50,0,14,19,0,33,0,0,0,8
481130190132,491,82,75,28,71,66,37,62,13,26,0,16,0,15,0,0,0
481130190133,354,127,47,41,8,21,8,16,0,0,27,29,21,9,0,0,0
481130190134,654,84,89,57,70,62,80,30,83,0,9,52,38,0,0,0,0
481130190141,689,0,55,73,110,68,69,46,21,0,45,38,97,0,67,0,0
481130190142,440,0,41,0,40,171,39,32,0,12,14,39,34,0,14,4,0
481130190143,404,17,13,0,49,43,0,24,49,31,16,49,81,15,0,17,0
481130190144,461,18,0,26,55,12,58,0,23,0,74,44,80,34,22,15,0
481130190161,362,12,0,0,8,8,10,0,29,7,33,52,80,60,32,15,16
481130190162,500,73,17,53,42,94,51,35,62,0,20,23,24,0,0,6,0
481130190163,407,10,46,81,34,36,33,0,45,29,47,26,20,0,0,0,0
481130190181,570,4,12,21,0,0,0,0,23,28,58,7,114,97,46,87,73
481130190182,557,53,0,0,42,58,51,0,58,18,98,30,35,38,6,38,32
481130190183,866,70,165,51,86,40,98,54,56,77,103,7,16,43,0,0,0
481130190191,1150,122,57,302,142,35,115,108,42,0,40,84,103,0,0,0,0
481130190192,973,181,58,68,82,40,81,86,40,17,72,73,24,151,0,0,0
481130190193,232,0,0,0,0,0,0,29,0,18,51,26,11,0,27,31,39
481130190194,186,0,0,0,0,0,15,0,45,15,15,0,0,0,64,9,23
481130190201,419,9,0,15,0,14,42,60,20,10,12,136,35,29,37,0,0
481130190202,944,11,62,48,20,52,25,46,0,9,185,99,140,73,43,70,61
481130190203,739,19,44,19,69,24,83,73,62,0,38,70,174,16,17,31,0
481130190211,470,28,86,0,60,0,19,71,65,0,14,87,40,0,0,0,0
481130190212,281,57,0,0,20,87,13,0,16,0,38,0,38,0,12,0,0
481130190213,390,53,0,11,0,0,0,78,10,10,54,12,112,50,0,0,0
481130190214,634,22,41,0,0,75,120,101,19,9,19,68,134,0,0,26,0
481130190215,271,0,0,0,19,0,25,16,21,29,0,35,38,54,19,15,0
481130190216,349,0,0,0,0,59,0,0,0,0,67,69,65,77,0,12,0
481130190231,801,0,0,22,22,41,121,13,27,28,90,39,130,107,33,74,54
481130190232,561,0,0,0,0,39,14,11,55,18,72,74,95,101,11,57,14
481130190233,350,0,0,24,42,27,40,0,12,0,54,23,13,41,0,45,29
481130190234,437,27,15,12,30,27,18,19,44,0,21,0,89,38,8,63,26
481130190241,387,15,18,9,0,8,38,67,8,9,88,57,43,6,14,7,0
481130190242,274,7,26,0,0,9,10,10,9,0,18,30,48,62,14,24,7
481130190243,355,7,10,22,19,10,7,38,46,7,9,59,42,21,8,28,22
481130190244,461,16,7,13,20,0,25,34,0,21,12,45,95,93,14,54,12
481130190251,445,0,0,11,11,8,35,24,0,0,24,51,177,16,22,66,0
481130190252,559,8,18,12,16,0,34,0,28,30,61,56,104,93,17,64,18
481130190253,606,21,0,12,0,34,9,0,28,61,35,61,106,132,76,17,14
481130190261,551,0,0,0,0,13,106,0,15,20,26,36,109,148,60,18,0
481130190262,257,15,0,0,0,0,20,45,17,22,0,25,16,49,0,36,12
481130190263,312,0,0,0,0,0,43,0,0,0,51,87,74,57,0,0,0
481130190264,531,18,19,75,52,89,22,0,16,18,93,37,44,0,14,34,0
481130190265,275,0,0,0,0,17,30,0,0,22,0,29,52,27,49,30,19
481130190271,473,15,0,48,6,0,0,34,6,3,117,61,133,16,15,19,0
481130190272,754,55,32,39,0,19,27,32,40,19,39,99,176,107,21,33,16
481130190273,713,43,3,52,33,0,3,60,66,20,75,89,49,67,38,60,55
481130190281,524,12,34,0,0,37,31,96,27,7,56,98,53,37,36,0,0
481130190282,376,31,22,17,0,29,0,47,25,11,45,47,38,47,9,0,8
481130190283,260,20,8,2,17,13,25,7,18,5,24,2,44,8,5,35,27
481130190291,603,0,0,27,18,56,51,16,21,31,147,47,100,73,0,0,16
481130190292,732,108,11,30,56,34,11,42,0,11,63,137,180,0,15,34,0
481130190293,835,0,108,43,23,46,52,26,50,26,112,143,157,21,11,17,0
481130190311,898,10,0,0,34,38,63,45,21,47,28,102,68,139,25,151,127
481130190312,413,0,0,49,0,13,27,0,0,0,98,75,98,11,0,42,0
481130190313,394,0,12,0,0,0,47,18,44,0,77,25,49,40,44,0,38
481130190314,519,15,13,0,12,48,0,38,73,123,20,34,128,0,0,15,0
481130190321,329,20,7,12,18,7,20,0,17,21,16,47,71,24,8,26,15
481130190322,111,6,0,25,0,0,0,21,0,0,0,0,48,5,0,6,0
481130190323,699,62,100,7,14,15,89,21,57,17,141,36,121,19,0,0,0
481130190331,265,4,22,18,0,20,0,51,13,0,58,45,7,5,0,22,0
481130190332,354,50,0,48,36,25,5,17,34,0,6,52,48,22,0,11,0
481130190333,538,34,24,0,77,36,35,24,0,26,65,72,54,66,0,7,18
481130190341,871,170,35,67,82,0,92,42,33,12,28,68,67,50,23,68,34
481130190342,1188,60,77,126,137,162,46,104,105,17,132,46,79,45,13,20,19
481130190351,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
481130190352,1568,179,95,161,137,194,157,93,135,30,134,122,38,39,24,30,0
481130190353,786,15,61,96,90,62,24,54,22,77,37,61,42,25,33,41,46
481130190361,274,0,7,0,0,0,0,10,11,11,24,21,24,40,51,41,34
481130190362,495,10,0,9,0,0,11,10,18,10,11,36,63,95,77,73,72
481130190363,402,0,0,0,20,10,44,8,0,60,23,47,71,29,22,68,0
481130190371,269,0,0,0,0,0,23,0,8,0,12,19,39,56,59,23,30
481130190372,675,66,61,0,10,0,19,85,7,33,75,66,43,91,30,67,22
481130190373,353,0,0,0,0,0,9,16,61,11,12,25,57,43,28,59,32
481130190381,508,19,0,4,0,0,24,21,5,16,95,60,85,91,26,42,20
481130190382,140,0,0,0,3,0,0,8,13,0,5,59,9,19,0,14,10
481130190391,411,0,0,26,0,0,0,0,0,37,25,0,74,19,109,121,0
481130190392,293,31,0,0,35,0,15,13,49,8,57,0,71,14,0,0,0
481130190393,322,0,0,0,0,0,0,66,0,8,66,47,39,56,16,18,6
481130190394,794,12,0,0,33,31,94,16,0,37,116,16,104,45,124,78,88
481130190395,159,0,0,36,55,22,17,29,0,0,0,0,0,0,0,0,0
481130190396,349,15,0,15,0,47,0,26,11,15,27,81,32,0,10,20,50
481130190401,604,18,0,26,55,77,71,71,17,0,146,79,44,0,0,0,0
481130190402,992,93,61,39,86,0,71,49,39,80,62,117,95,132,0,43,25
481130190403,810,51,20,18,0,0,70,36,68,19,28,108,84,224,55,12,17
481130190404,249,17,0,20,0,0,17,0,0,0,8,0,56,16,19,79,17
481130190411,615,35,0,10,27,16,44,9,10,0,20,37,165,65,55,92,30
481130190412,294,0,0,0,0,0,0,0,15,25,19,29,59,42,55,42,8
481130190413,278,0,0,0,0,15,0,6,0,0,41,16,67,50,17,22,44
481130190421,601,18,0,0,0,23,19,10,9,14,76,76,81,63,21,39,152
481130190422,1275,54,32,13,33,68,15,38,66,34,181,201,149,226,96,32,37
481130190431,682,0,12,0,12,28,15,15,64,57,30,145,171,58,17,49,9
481130190432,1074,38,15,26,0,17,12,52,42,29,82,25,88,112,71,212,253
481130190433,1090,0,26,27,0,0,0,26,43,0,67,155,182,129,58,211,166
481130191001,567,0,69,5,30,34,36,74,18,28,90,7,107,6,19,30,14
481130191002,348,0,12,51,0,12,7,0,12,38,92,20,39,35,30,0,0
481130191003,619,35,0,0,0,30,16,55,44,41,66,146,68,50,44,24,0
481130191004,670,26,41,19,37,9,14,10,12,28,71,42,124,83,51,39,64
481130191005,275,0,10,18,4,39,30,9,42,15,0,24,30,23,0,20,11
481130192021,193,0,0,0,8,8,7,16,9,0,15,50,8,33,18,21,0
481130192022,362,47,7,70,21,76,43,18,0,0,32,27,0,0,0,21,0
481130192023,524,7,16,0,38,34,8,26,0,17,52,102,52,55,48,24,45
481130192024,296,8,8,0,0,9,36,0,8,0,50,45,0,33,20,57,22
481130192025,465,32,25,26,0,24,80,45,54,17,38,19,34,29,42,0,0
481130192031,446,45,31,26,0,12,55,9,37,16,52,41,55,46,0,21,0
481130192032,377,7,22,0,26,25,9,25,26,19,13,19,45,71,12,45,13
481130192033,453,0,0,0,0,10,20,10,36,7,10,33,63,65,54,40,105
481130192034,303,0,12,0,0,0,0,22,26,0,23,24,39,31,37,24,65
481130192041,512,0,0,12,12,0,25,0,0,0,32,128,59,85,74,79,6
481130192042,350,14,0,0,13,0,0,0,65,0,28,49,21,49,10,79,22
481130192043,223,0,0,10,0,0,12,0,0,0,29,65,57,48,2,0,0
481130192044,537,0,14,33,23,0,46,10,46,0,41,69,74,84,78,19,0
481130192045,814,0,7,34,20,132,53,0,42,124,37,84,64,119,65,12,21
481130192046,271,0,0,0,45,0,82,0,58,0,53,33,0,0,0,0,0
481130192051,695,32,0,0,7,0,29,0,8,9,14,84,102,56,64,151,139
481130192052,340,0,10,9,0,0,0,0,18,9,31,13,53,64,39,65,29
481130192053,411,0,0,10,9,40,10,9,0,0,60,37,23,90,8,62,53
481130192061,1086,348,26,82,27,19,81,53,0,79,89,31,14,97,66,61,13
481130192062,555,50,0,29,15,0,15,14,0,47,0,92,112,144,13,15,9
481130192063,400,0,15,31,59,31,0,32,61,48,32,0,31,15,16,14,15
481130192064,593,0,9,15,14,61,0,14,0,45,73,124,106,73,15,29,15
481130192081,925,52,101,49,124,77,126,76,67,54,66,25,65,0,0,43,0
481130192082,469,24,24,17,25,18,18,13,0,18,75,99,95,11,32,0,0
481130192083,631,7,14,70,80,64,95,18,15,55,77,46,29,29,32,0,0
481130192101,407,18,8,0,0,0,0,7,0,0,21,15,34,29,33,71,171
481130192102,383,0,8,0,0,15,17,24,12,0,7,11,77,36,44,60,72
481130192103,341,8,0,14,0,23,0,7,0,8,21,0,49,41,45,58,67
481130192104,311,0,0,0,8,0,7,7,0,24,55,9,74,43,28,36,20
481130192111,597,75,0,13,17,0,14,28,27,13,25,97,121,54,54,15,44
481130192112,371,14,0,0,8,0,0,15,0,0,113,94,44,33,0,33,17
481130192113,672,79,53,39,84,86,56,0,14,0,94,80,29,12,31,15,0
481130192114,648,15,13,24,40,30,88,84,0,71,41,84,60,20,53,13,12
481130192121,395,0,16,21,53,32,41,107,44,22,42,0,17,0,0,0,0
481130192122,279,7,36,15,39,38,32,52,0,16,10,0,0,16,0,18,0
481130192123,455,30,102,107,16,60,72,0,0,38,0,30,0,0,0,0,0
481130192131,527,115,74,103,69,36,0,19,45,6,38,0,22,0,0,0,0
481130192132,881,73,120,105,75,149,17,80,48,86,26,74,16,0,12,0,0
481130193011,328,0,6,4,0,0,0,0,4,7,16,5,21,25,0,13,227
481130193012,315,0,0,6,0,0,0,0,5,0,0,0,29,35,32,57,151
481130193013,335,0,0,0,10,0,4,0,0,0,0,4,16,33,77,10,181
481130193021,327,9,10,0,0,0,10,0,0,0,0,0,36,0,0,35,227
481130193022,338,54,9,0,25,0,0,9,0,0,9,8,34,19,0,25,146
481130193023,130,7,0,0,0,0,0,0,0,0,0,0,0,11,10,18,84
481130193024,142,17,8,24,29,10,13,0,31,0,10,0,0,0,0,0,0
481130194001,321,0,0,0,0,14,0,0,0,13,0,12,32,0,0,23,227
481130194002,538,0,0,11,10,11,9,0,6,11,6,42,35,68,39,66,224
481130194003,816,57,12,15,20,38,8,8,43,0,19,38,71,47,18,90,332
481130195011,586,0,0,0,0,16,0,0,16,0,47,0,65,49,32,49,312
481130195012,375,0,0,0,0,0,0,0,0,0,0,15,0,48,17,0,295
481130195013,573,0,16,0,0,0,0,0,0,0,0,16,49,33,49,15,395
481130195014,457,32,0,0,0,0,16,0,0,0,46,0,50,17,34,52,210
481130195015,247,0,0,0,0,0,0,0,0,0,16,16,32,33,0,0,150
481130195021,177,9,0,0,0,15,10,0,0,0,0,0,21,9,21,0,92
481130195022,470,0,0,0,10,0,0,0,0,0,18,9,61,17,8,52,295
481130195023,734,18,44,17,42,39,8,0,10,39,31,0,91,103,45,59,188
481130195024,299,6,9,0,0,8,0,9,0,0,10,0,0,0,19,36,202
481130196001,451,0,0,22,10,12,4,0,6,0,4,26,19,35,16,50,247
481130196002,398,12,0,5,10,18,6,6,7,13,17,5,45,13,48,21,172
481130197001,392,6,33,4,0,0,0,0,13,14,0,14,12,31,8,26,231
481130197002,354,10,6,6,24,26,6,0,0,0,12,12,25,19,6,39,163
481130198001,688,0,10,0,10,33,8,0,8,0,18,29,85,70,45,25,347
481130198002,293,10,0,0,0,0,8,19,0,0,0,19,33,0,25,8,171
481130198003,672,21,20,0,11,12,0,0,7,7,48,46,80,17,110,55,238
481130198004,322,10,6,0,0,0,12,7,0,0,10,0,0,58,0,0,219
481130199001,339,13,23,0,0,88,8,14,21,12,24,70,40,0,10,15,1
481130199002,219,0,26,18,31,14,15,13,12,0,17,29,16,25,3,0,0
481130199003,282,10,12,5,17,25,28,0,11,14,53,56,33,13,0,5,0
481130199004,302,16,4,49,33,32,4,0,15,0,35,37,27,44,6,0,0
481130200001,425,0,36,0,0,0,0,0,28,6,0,15,23,48,112,56,101
481130200002,1106,0,13,10,0,12,9,14,35,25,23,26,84,143,100,194,418
481130201001,318,5,21,53,23,24,30,23,25,0,16,53,4,22,0,13,6
481130201002,432,21,35,27,25,0,29,28,23,15,29,74,63,28,9,21,5
481130202001,297,69,50,0,54,25,0,0,0,0,70,15,0,0,14,0,0
481130202002,682,103,44,42,73,40,61,19,53,40,116,81,0,10,0,0,0
481130202003,476,98,35,112,6,61,36,42,5,22,13,0,20,0,0,0,26
481130203001,133,0,9,30,0,0,0,9,8,9,14,19,19,9,0,7,0
481130203002,593,179,44,61,18,83,22,16,0,65,31,21,17,11,25,0,0
481130203003,433,154,56,61,44,12,0,0,0,21,21,30,24,10,0,0,0
481130204001,695,15,0,54,29,80,95,0,0,0,80,0,80,105,24,133,0
481130204002,946,14,0,30,15,15,15,19,255,0,159,104,75,146,0,75,24
481130204003,1374,21,23,0,73,0,13,70,78,35,153,128,341,181,70,136,52
481130205001,449,239,84,55,15,16,16,0,0,0,0,24,0,0,0,0,0
481130205002,1399,448,167,133,80,41,44,132,63,79,17,29,106,23,7,30,0
481130206001,307,11,6,15,0,0,6,0,0,6,0,12,9,17,19,17,189
481130206002,562,4,0,7,0,8,0,20,9,6,25,21,28,41,54,56,283
481130207001,390,0,0,0,24,11,23,70,0,0,26,26,43,53,28,0,86
481130207002,1318,29,214,0,175,25,67,12,170,0,126,153,120,87,83,33,24
481130207003,545,13,0,0,12,0,30,33,24,9,23,50,75,18,99,122,37
481139800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481139801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481159504011,301,0,8,25,15,8,11,0,22,12,88,41,26,8,21,0,16
481159504012,459,3,7,62,10,70,19,18,57,10,13,39,67,48,25,7,4
481159504013,610,36,35,18,18,22,0,7,38,18,17,80,138,63,75,25,20
481159504014,273,47,64,41,37,12,0,9,0,8,26,0,29,0,0,0,0
481159504021,201,1,10,64,17,0,24,0,6,0,58,3,4,8,0,6,0
481159504022,166,0,27,9,8,0,43,0,3,8,8,9,12,39,0,0,0
481159504023,187,55,4,9,3,0,0,14,18,18,11,0,44,5,6,0,0
481159505001,214,59,22,36,0,0,0,0,0,10,9,0,54,24,0,0,0
481159505002,353,53,43,55,10,22,44,17,0,53,15,26,5,0,0,10,0
481159505003,406,28,0,62,68,14,0,35,15,43,0,22,8,47,24,10,30
481159505004,324,62,9,8,14,7,24,26,0,11,18,25,36,0,13,18,53
481159505005,368,33,0,42,25,0,99,43,24,34,0,29,32,7,0,0,0
481159506001,214,43,3,10,6,5,7,4,4,12,12,27,31,23,7,6,14
481159506002,263,26,18,2,29,20,4,11,10,5,20,23,29,27,18,4,17
481179503001,447,4,4,7,32,54,18,11,46,35,14,13,136,59,14,0,0
481179503002,282,4,14,38,21,58,8,22,94,0,0,23,0,0,0,0,0
481179503003,270,2,0,10,0,0,18,40,34,47,24,29,57,9,0,0,0
481179503004,278,18,0,0,0,0,0,23,0,24,13,71,64,0,47,8,10
481179503005,680,8,57,37,32,26,27,50,0,27,136,69,94,100,17,0,0
481179504001,376,60,67,64,34,0,11,0,19,0,27,76,0,7,0,0,11
481179504002,311,10,0,9,15,9,31,0,38,29,60,31,53,15,11,0,0
481179504003,233,21,23,0,9,30,8,65,36,0,8,33,0,0,0,0,0
481179504004,178,0,8,4,22,14,20,22,0,0,0,56,0,0,32,0,0
481179504005,239,0,14,9,0,0,15,25,0,5,23,48,69,6,19,0,6
481179504006,420,8,14,13,0,22,5,16,8,4,41,20,136,79,30,8,16
481179505001,265,44,40,0,0,0,26,5,0,44,0,12,7,69,0,0,18
481179505002,463,68,53,0,28,53,15,19,33,22,65,53,14,15,0,25,0
481179505003,530,90,38,50,10,33,0,26,0,21,12,46,142,52,10,0,0
481179506001,261,1,9,13,14,13,0,7,2,22,28,5,65,35,13,15,19
481179506002,365,28,14,11,28,49,0,36,18,24,40,63,3,51,0,0,0
481179506003,520,17,19,23,8,50,0,12,10,19,44,37,97,117,5,18,44
481199501001,453,7,0,0,0,35,18,16,50,38,81,59,29,52,36,32,0
481199501002,633,44,30,37,14,34,110,36,25,2,36,24,147,58,21,8,7
481199502001,547,97,37,47,54,44,74,9,14,13,47,30,33,15,17,7,9
481199502002,402,38,68,13,32,22,24,11,19,15,38,45,14,8,9,9,37
481210201031,743,70,0,16,22,65,71,62,18,0,127,51,56,40,20,30,95
481210201032,1050,13,11,8,19,54,21,63,16,33,71,103,191,169,134,75,69
481210201033,1148,10,42,32,57,57,98,74,43,25,95,98,256,108,76,43,34
481210201034,327,38,0,0,0,0,0,0,0,89,0,36,67,58,0,19,20
481210201035,624,18,0,24,67,19,54,50,0,25,119,80,101,67,0,0,0
481210201036,213,29,35,0,37,51,0,0,0,0,0,24,15,0,22,0,0
481210201041,109,0,0,0,0,0,36,0,0,0,5,14,0,14,40,0,0
481210201042,565,40,29,5,15,0,20,9,10,25,17,55,73,100,70,66,31
481210201043,759,0,0,0,0,0,0,0,0,53,79,82,91,221,103,95,35
481210201051,699,0,0,0,8,0,0,0,42,0,105,61,143,205,78,40,17
481210201052,816,37,24,0,0,11,0,23,37,0,15,86,157,231,142,53,0
481210201053,1176,99,0,0,0,0,21,23,0,51,51,98,272,200,143,94,124
481210201061,1281,0,0,19,4,15,4,54,28,36,125,99,211,203,288,131,64
481210201062,949,0,0,26,58,27,15,0,0,15,63,280,220,103,56,52,34
481210201063,335,27,0,30,0,23,0,0,0,38,24,17,57,54,10,22,33
481210201071,2117,50,31,10,32,15,48,49,22,54,138,309,427,275,227,192,238
481210201072,313,18,4,6,22,12,35,6,5,0,6,33,56,33,8,57,12
481210201081,2276,131,0,17,45,33,0,97,0,56,205,189,394,410,298,302,99
481210201082,2217,24,0,27,27,0,12,18,50,19,265,162,397,381,306,247,282
481210201083,1701,72,0,0,0,16,0,22,69,0,29,23,165,343,209,649,104
481210201091,1565,42,0,10,19,45,8,0,0,6,19,40,153,296,252,333,342
481210201101,544,10,0,10,0,12,8,10,9,10,10,0,89,59,34,196,87
481210201102,347,0,0,0,0,9,0,10,0,44,5,32,30,64,9,92,52
481210201103,470,0,0,0,0,19,0,0,10,0,0,0,52,64,73,176,76
481210201104,295,10,0,0,0,8,0,0,0,0,10,9,30,19,59,87,63
481210201111,549,0,0,10,0,0,9,0,0,10,48,9,75,108,35,124,121
481210201112,600,0,0,0,0,0,9,0,0,0,7,10,24,82,37,171,260
481210201121,462,25,0,0,0,0,9,31,5,6,21,34,55,55,45,131,45
481210201122,697,8,0,0,30,9,20,17,15,16,19,79,106,132,135,97,14
481210201131,1704,0,0,0,15,16,99,23,0,82,182,291,364,212,184,187,49
481210201132,886,0,17,0,0,17,30,20,0,22,20,42,262,158,90,122,86
481210201133,1236,0,0,25,0,43,21,0,104,123,227,83,258,129,128,26,69
481210201141,1726,98,29,87,42,99,74,52,92,19,204,169,233,190,112,145,81
481210201142,813,103,111,54,0,93,70,0,69,35,6,0,84,59,15,69,45
481210201143,1486,0,16,0,18,76,64,36,0,69,247,120,241,285,237,77,0
481210201151,755,31,6,11,12,15,17,5,25,36,61,67,158,134,39,50,88
481210201152,459,21,8,3,11,19,9,5,0,4,79,24,44,48,43,37,104
481210201153,593,12,0,33,46,35,17,56,6,29,46,74,110,50,31,40,8
481210202021,758,85,50,16,39,0,0,0,23,0,81,90,127,86,85,56,20
481210202022,755,15,17,0,15,17,19,30,38,62,31,131,86,135,57,58,44
481210202023,926,0,34,17,50,65,20,0,0,52,34,134,111,56,76,60,217
481210202024,790,54,0,26,0,25,23,14,58,0,51,91,86,197,28,99,38
481210202031,382,12,0,0,13,0,0,5,6,28,20,44,125,63,30,27,9
481210202032,939,26,26,25,42,55,55,65,50,20,90,158,172,60,55,26,14
481210202033,700,28,0,8,0,23,50,32,44,25,135,71,109,104,49,13,9
481210202041,824,30,18,12,0,39,36,0,65,21,66,136,101,52,89,89,70
481210202042,758,0,65,36,68,40,21,33,55,39,42,92,59,132,12,41,23
481210202051,377,0,32,10,10,0,4,16,21,0,43,44,42,29,38,40,48
481210202052,279,6,14,5,11,36,0,12,4,30,41,31,17,40,9,0,23
481210203031,2799,13,34,28,49,58,50,4,31,40,122,185,446,416,263,440,620
481210203032,1336,45,12,11,30,47,17,3,16,34,113,117,70,199,71,125,426
481210203051,232,39,0,17,0,19,0,0,0,0,0,12,30,19,12,52,32
481210203052,862,48,0,0,22,0,20,0,0,0,30,45,68,210,96,150,173
481210203053,704,0,0,0,0,35,0,30,13,0,0,74,60,21,124,185,162
481210203054,916,35,12,38,36,10,13,0,0,0,42,41,51,170,51,190,227
481210203061,598,0,0,60,49,19,1,0,43,143,22,86,94,30,23,17,11
481210203062,2006,17,74,50,86,62,62,83,92,105,169,292,209,299,215,114,77
481210203071,249,0,15,15,16,0,14,0,0,0,29,0,0,35,17,43,65
481210203072,1812,22,32,24,0,23,109,14,126,71,78,208,161,202,236,242,264
481210203073,1688,14,0,0,0,0,28,39,0,14,79,68,239,138,187,325,557
481210203081,1026,14,14,4,0,87,43,37,72,30,62,176,97,110,103,114,63
481210203082,866,11,0,0,0,0,11,55,23,0,53,87,82,207,168,109,60
481210203083,1098,32,16,54,11,23,17,45,61,70,119,64,273,122,128,50,13
481210203084,423,0,0,0,11,0,4,0,0,60,16,56,109,46,65,44,12
481210203091,805,0,15,4,24,137,44,7,15,11,46,82,151,112,48,42,67
481210203092,1540,15,31,70,36,34,22,39,70,7,94,198,278,249,180,152,65
481210203093,658,11,12,45,19,4,12,29,18,26,78,93,89,75,41,84,22
481210203101,1581,27,25,86,59,51,80,52,93,74,123,169,180,205,123,119,115
481210203102,192,14,3,0,0,10,14,0,4,0,21,5,25,54,11,27,4
481210204011,1719,101,93,160,110,175,66,94,68,42,196,154,249,99,62,33,17
481210204012,1321,31,0,17,22,55,88,0,42,84,67,233,295,187,88,81,31
481210204021,728,14,8,32,24,50,10,21,0,25,16,106,190,100,55,48,29
481210204022,590,28,38,0,0,44,37,15,0,0,36,109,125,61,50,34,13
481210204023,495,16,20,10,32,18,75,10,16,18,35,40,56,61,55,20,13
481210204024,331,82,9,0,0,56,12,20,45,45,0,0,34,28,0,0,0
481210204031,199,0,16,10,43,9,7,0,8,23,28,13,0,25,0,9,8
481210204032,356,92,35,20,0,0,7,27,21,34,18,51,13,28,10,0,0
481210204033,391,10,34,65,31,57,8,18,11,37,18,19,14,69,0,0,0
481210204034,511,25,0,10,10,28,75,26,16,8,51,97,83,59,16,7,0
481210205031,1022,107,0,119,35,147,93,30,43,39,59,130,172,24,13,11,0
481210205032,291,0,14,79,0,0,0,0,20,12,43,40,24,48,11,0,0
481210205033,729,179,71,53,50,117,29,68,0,17,63,59,10,0,0,13,0
